cccbdccdceAbAAAABBBBBaACaBCAAaBaAaaAaaAaaAAaaa,g000001_C19_VIC_10_A10
bbbababcAAAAAaAAAAAAaAaAaaAaaaBaBACaaaAaaaAaaA,g000001_C19_VIC_15_B3
ccccccbAAAABAAAAAbAAAAAAAaaabaaaAaBAaaAAAaAAaA,g000001_C19_VIC_16_B4
bbbbabAAAdAAAAdAAAbbAaacaABaAaaCaABaaAAaAAaaaa,g000001_C19_VIC_18_B6
cbbbAaAAAAAAAaaaAAcacabaaaaaaaaAaAAAaBBAAAAAaA,g000001_C19_VIC_19_B7
bbbbaaAAbAAAcAaAaAAaAbaAabAaaaaaCAAaaaAAaaAAAA,g000001_C19_VIC_20_B8
ccdcccaAAAaAAAAaAABAAAAAaaaaaaBABaBAAaAaAaaaaa,g000001_C19_VIC_21_B9
aaaababAAAAAcAcdabAbBaAabaBCaaBAaCABAabBAAAAaA,g000001_C19_VIC_25_C1
ccdedeeaAAAAABBaBaBABABBaaAaAAaAAAAaBAAAAaaaaa,g000001_C19_VIC_26_C2
ccdbaaaAAhAaAAiBaaAAcaaAABCaaBAABBBAaAAaAaAaaA,g000001_C19_VIC_28_C4
bbbbbaacaAAABdAAaabbaAAABCaaAAAaBBAaAaBAaaaaAa,g000001_C19_VIC_2_A2
ddeeeefAgcAAACABBABBBBaabGaFCCaaaaAACaaaaaaAAa,g000001_C19_VIC_30_C6
dddddcAaAAAAAAAAAAAAAaaaAaaBaABBAAaaaBaAaAAAaa,g000001_C19_VIC_31_C7
dcccccbAAAAAAAaBABAbcAcabaaaabaaBaBABaAaAaAAAa,g000001_C19_VIC_34_C10
ddedbdcabAAABAAAABAAAaAAbaBAaABCCaaBaaaAaaaAaa,g000001_C19_VIC_37_D1
cbbcbaaAaaAdeAAAaAAaAAbAaCCaAEACaAaaBaBAaaaaaa,g000001_C19_VIC_38_D2
cccbbcbAAAAabAAaAcaAABAAbCBaBaABAaaBAaAAAaAaaa,g000001_C19_VIC_39_D3
abaaaaAAAaAAaabAaAAAbaaaaaaaaAaaaBACAaAAaaaaAa,g000001_C19_VIC_3_A3
dbbbbbbaAAAcAAcAAAAAAAAAbBAaABaBBaCaAaaaaaaaab,g000001_C19_VIC_40_D4
ddcbbbdAAAAAAAabBbAaebAAaAaaaBaECAaBaaaAaaAaaa,g000001_C19_VIC_41_D5
ccbbAAAAAAAAAbAacccacbcbaabbaBaaBAaaACAAAaAAAA,g000001_C19_VIC_42_D6
dbbcbbdAAAaBAAAAAAAAaabaABAabaABaaBaAAAaaaaAAa,g000001_C19_VIC_43_D7
dccdaaaaAAAAABAABAecAabAabbabACCAaaABaAAAaAAAA,g000001_C19_VIC_45_D9
eddccbAAAAAcaAadAaAAbAAACAaaAADaBABaaaBAaaaaaa,g000001_C19_VIC_46_D10
dddecdabAAaAAAAAAAAAAAAaBaABAaAaaaBaAaaAaAaaaa,g000001_C19_VIC_49_E1
aaababaAAAAAAaBAAAcbAabbaaaaBAaaBaAABAaAAaAaAa,g000001_C19_VIC_4_A4
ddcdddacAcABAAAABaAaABAaaAACABAEaAAaaaAaaaaAaa,g000001_C19_VIC_50_E2
cccbbcdaAAABAbABAAAAbAAabaBaaaACaAaBAaaAAABAaA,g000001_C19_VIC_54_E6
cbbbaaAAAAAAAAAAbAfbccaabCDcaaaBaaBAABaAAaAAaa,g000001_C19_VIC_55_E7
dcdddccAbAAABAAAAABAaAabBBaaCAaAaaCaAAAAaaAaAa,g000001_C19_VIC_56_E8
dbcbbbcAAAAAAAbBAAacAAAabaAaaBCaDaaaBAAaaaaAaA,g000001_C19_VIC_57_E9
bbbcabAaAAAAAAAbAaaAAabaCaaaAAaBaABaaaAAAaAaAa,g000001_C19_VIC_5_A5
dddccaabaAAAAaAABAAAbbAaBBCaEBaaAaaaAaAAaaAaaa,g000001_C19_VIC_62_F2
dccddcbaeAbaBBAACAAABAaAaAaAbaaaAaaaaAaaAaaAAA,g000001_C19_VIC_64_F4
dccddbbAAAAbAABdaBdBcABAaaaABADaaBaaAAAaAAaaaa,g000001_C19_VIC_65_F5
dcccccaAaAAAaBAABAAAAaaabbaaAaaCaaaaaBAAAaAAAA,g000001_C19_VIC_66_F6
dcccabbaaAAaAAAAabAbAAbaaaBBaBaaaaAAAAaaaaaaaa,g000001_C19_VIC_67_F7
dccdbbbcAAfAdAAAABAACaAbbDaAaaaAaBBBAAaaAaaAaa,g000001_C19_VIC_69_F9
bbbcabAAAABAaaAAAadbbaaaaabAaaaAAACAAAAAAAaaAa,g000001_C19_VIC_6_A6
dbbbbAAAAbAAAAAbddAaabBababbBaAaaaABaBAAAAaaAa,g000001_C19_VIC_70_F10
dddbcbaAAAaAAAaABbAAbAaaabaaAABaDaAaaAAaAaaAaa,g000001_C19_VIC_73_G1
cddcbbaabAaAbAAABBbdCcABaAACBCFaaaaDaAaAAAaaaa,g000001_C19_VIC_74_G2
dddddcccAAAAAAABBAaAAabaaaBAaaaCaaaaaAAaaaAAAa,g000001_C19_VIC_75_G3
cbbcccaAaAAAAAAAAaaAAABAaaaABAaaaAAAaAAAaaaAaa,g000001_C19_VIC_7_A7
baabbbbcAbAaAeAABABaaAbaAAaCBBAaBCaaAaaaaAaaaa,g000001_C19_VIC_85_H1
bbabbacaccaAAAAAABABABAAaBAaaaBaBABAAaaAaaaaAa,g000001_C19_VIC_8_A8
bbbbbbbbAAAAAAAaAAAAaaABbaAaAaaaAaBaAAAAaAaaaA,g000001_C19_VIC_9_A9
caaAABBBBCCCBCBBabbefegjighiiigfedcaDEEEEEEFFF,g000001_FluAB_FAM_10_A10
CBBBBCCDDEEDECCAAdjhijjjjjjjjjjjjgecaDHIIJJJJJ,g000001_FluAB_FAM_1_A1
eeggefdABCCCDDBCBBBAaacfdceeedccccbaaBCBCCCCCB,g000001_FluAB_FAM_26_C2
ighfhabAABABBBCAABCBAbdbbbbbbccbcabaAABaBABBAA,g000001_FluAB_FAM_27_C3
fedbaAAABeBAAAhCAAaAccgbcadcdcbbaabaACCACABCBB,g000001_FluAB_FAM_28_C4
ecbcaABCBCCDBABBdibdibdgechfeefdebaaBaCDEEDCED,g000001_FluAB_FAM_29_C5
gdcdbcAAaABAeBaaABAbABacaCcaaAaaaAaaBBCAAaAaaa,g000001_FluAB_FAM_38_D2
gdddbdfcbBCBAAAABBbBABabcababaabaaBbABAAaAAABA,g000001_FluAB_FAM_40_D4
geecbaAjAABAgACAgAcAAAaaDDbBbbHbacbCaBAAAAaBAA,g000001_FluAB_FAM_44_D8
ihijgfdAAAbAABBABBDCDaaaBCaacBAaaaaaAaaaaaAaaa,g000001_FluAB_FAM_49_E1
ihhggeaaAAABaCBBBABBCAaaABbaaBabaaaaAaaAaAaAAA,g000001_FluAB_FAM_50_E2
ghgihjgaadAbBCbBBCCCADCCGFAAFGaDaGabbaaaaBbbaa,g000001_FluAB_FAM_51_E3
hghfffdcAABBCACBABBABBbBabadbbabaaaBaaaAAAAAAA,g000001_FluAB_FAM_53_E5
fhggdcdadAABBaCBBBAaAaabAAabbABcbACbAAaAAaAABA,g000001_FluAB_FAM_56_E8
ededcAAABABAABgAjcaAAccedbbccaaaaBaBCBaDABBAaA,g000001_FluAB_FAM_58_E10
hfhghgdgBaCABCBBBeBEaCBAaFdAaaaFbbaBaAAAaAAaab,g000001_FluAB_FAM_63_F3
gefffdAceBCADBAAACAAAAbAadbbabbabaaabBCaAAABBB,g000001_FluAB_FAM_67_F7
fecebidAAAaBCBACACBaAbadbcdacCbbBaaBaBbAAAAAAA,g000001_FluAB_FAM_68_F8
feeefbecAAAbaBBBBCCABAAAaDabbAaaaabaAAAaAaaAAa,g000001_FluAB_FAM_69_F9
fdcccaAAAABBAAAAAbAbaebabcbaccabaaAAABABAAAAAA,g000001_FluAB_FAM_70_F10
ijgehcbaAABBABBBBAAAdABCAaAabcbAaaAAABaAABbaAa,g000001_FluAB_FAM_73_G1
gihgecaacbaAABABBAAABACBADaAaAaACaAAaabaAAaaAA,g000001_FluAB_FAM_74_G2
aAABBCBBDCDCBCCAAibjfjjjjjjjjjhigedbAGGGHFHIGH,g000001_FluAB_FAM_8_A8
